Season,TeamID,Team,E/W,Conference Finalist,G,W,L,W/L,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%.1,TOV%.1,DRB%,FT/FGA.1,Attendance,"(0, 0)","(0, 1)","(0, 2)","(1, 0)","(1, 1)","(1, 2)","(2, 0)","(2, 1)","(2, 2)","(0, 0, 0)","(0, 0, 1)","(0, 0, 2)","(0, 1, 0)","(0, 1, 1)","(0, 1, 2)","(0, 2, 0)","(0, 2, 1)","(0, 2, 2)","(1, 0, 0)","(1, 0, 1)","(1, 0, 2)","(1, 1, 0)","(1, 1, 1)","(1, 1, 2)","(1, 2, 0)","(1, 2, 1)","(1, 2, 2)","(2, 0, 0)","(2, 0, 1)","(2, 0, 2)","(2, 1, 0)","(2, 1, 1)","(2, 1, 2)","(2, 2, 0)","(2, 2, 1)","(2, 2, 2)",Standings_Bucket,Standings_Bucket_Next
2004,24,Phoenix Suns,1,0,82,29,53,0.5471698110000001,240.6,36.1,81.4,0.44299999999999995,5.1,14.7,0.345,31.0,66.7,0.465,17.0,22.7,0.746,11.3,29.3,40.6,19.3,9.0,4.7,15.2,22.7,94.2,24.4,30,52,-3.74,0.8,-2.94,101.4,105.5,92.6,0.28,0.18,0.515,0.475,14.3,26.6,0.209,0.475,14.3,69.9,0.209,670385,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
2005,24,Phoenix Suns,1,1,82,62,20,3.1,241.2,40.9,85.6,0.47700000000000004,9.7,24.7,0.39299999999999996,31.2,60.9,0.512,19.0,25.4,0.748,11.8,32.3,44.1,23.5,7.0,5.5,13.7,19.1,110.4,25.2,59,23,7.12,-0.04,7.08,114.5,107.1,95.9,0.29600000000000004,0.289,0.5710000000000001,0.534,12.4,27.5,0.222,0.534,12.4,68.3,0.222,726066,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2006,24,Phoenix Suns,1,1,82,54,28,1.928571429,243.4,41.8,87.4,0.479,10.2,25.6,0.39899999999999997,31.6,61.8,0.511,14.5,18.0,0.8059999999999999,9.5,32.3,41.8,26.6,6.7,5.0,13.3,20.5,108.4,27.5,55,27,5.55,-0.07,5.48,111.5,105.8,95.8,0.20600000000000002,0.293,0.568,0.537,12.2,22.1,0.166,0.537,12.2,72.1,0.166,730179,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,24,Phoenix Suns,1,0,82,61,21,2.904761905,242.7,41.3,83.6,0.494,9.6,24.0,0.39899999999999997,31.7,59.6,0.532,18.0,22.3,0.8079999999999999,9.0,31.5,40.5,25.9,6.7,4.8,14.5,20.2,110.2,27.6,59,23,7.3,-0.03,7.28,113.9,106.4,95.6,0.267,0.287,0.59,0.551,13.4,22.7,0.215,0.551,13.4,71.9,0.215,755302,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1997,25,Portland Trail Blazers,1,0,82,49,33,1.484848485,242.1,36.6,78.8,0.46399999999999997,6.1,17.1,0.358,30.5,61.8,0.493,19.7,27.6,0.713,12.9,30.4,43.3,20.9,7.8,5.3,16.5,23.5,99.0,26.4,53,29,4.17,-0.61,3.56,107.9,103.3,90.9,0.35,0.217,0.544,0.503,15.4,32.5,0.249,0.503,15.4,72.4,0.249,852798,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1998,25,Portland Trail Blazers,1,0,82,46,36,1.277777778,241.8,35.2,78.0,0.451,4.0,12.8,0.309,31.2,65.2,0.479,20.0,27.1,0.737,13.2,30.8,44.0,21.5,7.1,5.7,16.9,22.7,94.3,26.1,45,37,1.4,-0.57,0.83,104.0,102.4,90.0,0.348,0.16399999999999998,0.524,0.47600000000000003,15.8,33.0,0.256,0.47600000000000003,15.8,71.4,0.256,846559,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1999,25,Portland Trail Blazers,1,1,50,35,15,2.333333333,243.5,34.9,79.1,0.442,4.9,13.5,0.364,30.0,65.6,0.457,20.0,27.0,0.743,12.9,31.4,44.3,21.5,8.2,5.8,15.4,22.5,94.8,27.4,36,14,6.36,-0.69,5.67,104.8,97.7,89.2,0.341,0.171,0.521,0.473,14.5,31.8,0.253,0.473,14.5,71.8,0.253,486556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,25,Portland Trail Blazers,1,1,82,59,23,2.565217391,241.2,36.8,78.4,0.47,5.0,13.8,0.361,31.9,64.7,0.493,18.8,24.7,0.76,11.8,31.2,43.0,23.5,7.7,4.8,15.2,22.7,97.5,29.6,59,23,6.4,-0.04,6.36,107.9,100.8,89.9,0.316,0.175,0.546,0.501,14.5,30.3,0.24,0.501,14.5,72.4,0.24,835078,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2001,25,Portland Trail Blazers,1,0,82,50,32,1.5625,241.2,36.6,78.3,0.46799999999999997,4.5,12.9,0.349,32.1,65.4,0.49200000000000005,17.6,23.2,0.762,11.7,30.3,42.0,23.9,8.2,5.1,15.3,21.3,95.4,30.1,53,29,4.2,0.33,4.52,106.5,101.8,89.1,0.29600000000000004,0.165,0.539,0.49700000000000005,14.8,30.0,0.225,0.49700000000000005,14.8,72.4,0.225,831376,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2002,25,Portland Trail Blazers,1,0,82,49,33,1.484848485,241.8,36.6,81.4,0.45,5.7,16.1,0.354,31.0,65.3,0.474,17.7,23.2,0.763,13.2,29.8,43.0,23.5,8.6,4.5,14.3,19.7,96.6,29.0,50,32,2.99,0.22,3.21,107.4,104.0,89.3,0.285,0.198,0.528,0.485,13.5,31.8,0.218,0.485,13.5,73.3,0.218,797821,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2003,25,Portland Trail Blazers,1,0,82,50,32,1.5625,242.1,36.4,79.2,0.46,4.6,14.0,0.33,31.8,65.1,0.488,17.7,23.7,0.745,12.1,29.0,41.1,22.7,8.8,3.9,15.2,19.9,95.2,29.2,49,33,2.61,0.36,2.97,105.5,102.6,89.4,0.3,0.177,0.531,0.489,14.5,30.2,0.223,0.489,14.5,72.3,0.223,796258,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2004,25,Portland Trail Blazers,1,0,82,41,41,1.0,243.7,35.3,78.9,0.44799999999999995,4.6,13.4,0.34600000000000003,30.7,65.4,0.469,15.4,21.1,0.731,12.7,29.0,41.7,21.6,7.5,5.4,14.8,19.0,90.7,27.6,37,45,-1.27,0.69,-0.58,103.7,105.1,86.2,0.267,0.17,0.515,0.478,14.4,31.2,0.195,0.478,14.4,70.0,0.195,684038,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2
2005,25,Portland Trail Blazers,1,0,82,27,55,0.490909091,240.6,35.3,78.3,0.451,5.1,14.2,0.36200000000000004,30.2,64.2,0.47100000000000003,17.2,23.7,0.725,11.8,29.3,41.1,21.0,7.1,6.6,16.0,20.8,92.9,27.0,29,53,-4.0,0.55,-3.45,103.2,107.7,89.8,0.303,0.18100000000000002,0.524,0.484,15.2,29.6,0.21899999999999997,0.484,15.2,67.7,0.21899999999999997,680374,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
2006,25,Portland Trail Blazers,1,0,82,21,61,0.344262295,240.6,34.0,76.4,0.445,4.4,12.7,0.349,29.6,63.7,0.46399999999999997,16.3,23.7,0.6890000000000001,10.8,26.9,37.7,18.2,6.5,5.3,14.7,22.3,88.8,24.6,16,66,-9.45,0.54,-8.91,101.1,111.9,87.6,0.31,0.166,0.511,0.474,14.5,26.6,0.214,0.474,14.5,68.2,0.214,617019,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
2007,25,Portland Trail Blazers,1,0,82,32,50,0.64,243.4,35.0,78.0,0.45,5.2,15.0,0.34600000000000003,29.9,62.9,0.474,18.8,24.5,0.769,11.3,28.0,39.3,18.5,6.8,4.6,15.1,23.5,94.1,24.4,29,53,-4.29,0.51,-3.78,105.1,109.9,88.3,0.314,0.193,0.53,0.483,14.5,28.2,0.24100000000000002,0.483,14.5,73.0,0.24100000000000002,670778,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
1997,26,Sacramento Kings,1,0,82,34,48,0.708333333,242.1,36.6,80.6,0.45399999999999996,5.0,12.9,0.391,31.5,67.7,0.466,18.2,25.2,0.723,13.4,28.1,41.5,21.9,7.2,4.4,16.2,23.7,96.4,27.4,31,51,-3.38,-0.26,-3.64,105.0,108.7,91.0,0.313,0.16,0.526,0.485,15.0,32.0,0.226,0.485,15.0,68.5,0.226,709993,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2
1998,26,Sacramento Kings,1,0,82,27,55,0.490909091,240.6,36.1,81.5,0.442,3.5,9.8,0.35100000000000003,32.6,71.7,0.455,17.6,25.6,0.687,13.3,28.1,41.4,22.4,7.3,5.1,15.5,22.1,93.1,26.6,25,57,-5.59,-0.25,-5.83,100.8,106.9,92.1,0.314,0.121,0.502,0.46399999999999997,14.3,30.2,0.215,0.46399999999999997,14.3,66.6,0.215,605443,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1
1999,26,Sacramento Kings,1,0,50,27,23,1.173913043,244.0,38.4,86.1,0.445,5.8,18.9,0.308,32.6,67.3,0.484,17.7,25.9,0.6829999999999999,14.1,31.5,45.6,22.6,8.9,4.6,16.8,20.3,100.2,26.1,24,26,-0.42,-0.47,-0.89,102.7,103.1,96.0,0.3,0.21899999999999997,0.514,0.479,14.7,30.6,0.205,0.479,14.7,67.7,0.205,418751,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2000,26,Sacramento Kings,1,0,82,44,38,1.1578947370000001,241.5,40.0,88.9,0.45,6.5,20.2,0.322,33.4,68.7,0.48700000000000004,18.5,24.6,0.754,12.9,32.1,45.0,23.8,9.6,4.6,16.2,21.1,105.0,27.5,49,33,2.91,0.12,3.04,105.0,102.1,99.3,0.27699999999999997,0.22699999999999998,0.526,0.486,13.9,27.7,0.209,0.486,13.9,69.7,0.209,720033,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2001,26,Sacramento Kings,1,0,82,55,27,2.0370370369999997,244.9,38.2,85.0,0.449,5.8,16.5,0.354,32.4,68.5,0.47200000000000003,19.5,25.3,0.7709999999999999,12.0,33.0,45.0,22.6,9.7,5.3,14.9,19.5,101.7,27.1,57,25,5.82,0.25,6.07,105.6,99.6,94.4,0.298,0.19399999999999998,0.529,0.484,13.4,27.2,0.23,0.484,13.4,70.7,0.23,709997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,26,Sacramento Kings,1,1,82,61,21,2.904761905,240.9,39.8,85.4,0.467,5.2,14.1,0.36700000000000005,34.6,71.3,0.486,19.7,26.3,0.7509999999999999,12.4,33.0,45.3,23.9,9.0,4.6,13.8,19.0,104.6,27.0,61,21,7.61,0.0,7.61,109.0,101.1,95.6,0.308,0.166,0.539,0.49700000000000005,12.4,27.9,0.231,0.49700000000000005,12.4,71.7,0.231,709997,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,26,Sacramento Kings,1,0,82,59,23,2.565217391,241.8,39.5,85.2,0.46399999999999997,6.0,15.7,0.381,33.5,69.5,0.48200000000000004,16.7,22.3,0.746,11.0,33.5,44.5,24.8,9.0,5.6,14.5,20.3,101.7,28.3,59,23,6.5,0.18,6.68,105.9,99.1,95.4,0.262,0.184,0.535,0.499,13.3,25.6,0.196,0.499,13.3,70.6,0.196,709997,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,26,Sacramento Kings,1,0,82,55,27,2.0370370369999997,241.2,37.8,81.8,0.462,7.3,18.3,0.401,30.5,63.6,0.48,19.8,24.9,0.795,10.8,30.4,41.2,26.2,8.7,4.0,13.9,19.3,102.8,29.3,55,27,5.01,0.4,5.41,110.3,104.9,92.8,0.305,0.223,0.5539999999999999,0.507,13.0,26.0,0.242,0.507,13.0,69.8,0.242,709997,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2005,26,Sacramento Kings,1,0,82,50,32,1.5625,242.1,39.1,85.1,0.45899999999999996,6.4,17.0,0.374,32.7,68.1,0.48,19.2,24.4,0.787,12.5,29.9,42.4,24.5,8.2,3.9,13.1,20.5,103.7,27.7,47,35,2.16,0.4,2.56,110.5,108.2,93.0,0.287,0.2,0.541,0.496,12.0,28.8,0.226,0.496,12.0,69.0,0.226,709997,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2006,26,Sacramento Kings,1,0,82,44,38,1.1578947370000001,241.8,36.0,79.3,0.45399999999999996,6.0,17.2,0.35100000000000003,30.0,62.1,0.483,20.8,26.5,0.784,10.4,30.2,40.5,22.3,7.4,3.6,14.6,20.4,98.9,27.2,45,37,1.54,0.07,1.61,106.7,105.0,91.9,0.33399999999999996,0.217,0.544,0.49200000000000005,13.9,25.4,0.262,0.49200000000000005,13.9,72.2,0.262,709997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2007,26,Sacramento Kings,1,0,82,33,49,0.673469388,241.5,35.9,79.7,0.45,6.5,18.5,0.35,29.4,61.2,0.48,23.1,30.2,0.765,9.7,29.2,38.9,20.3,8.2,3.2,14.6,21.9,101.3,27.3,36,46,-1.8,0.46,-1.35,106.2,108.0,94.8,0.379,0.23199999999999998,0.545,0.491,13.5,23.1,0.289,0.491,13.5,72.5,0.289,709997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2
1997,27,San Antonio Spurs,1,0,82,20,62,0.322580645,240.6,34.5,77.9,0.442,4.6,14.4,0.32,29.9,63.5,0.47,16.9,23.5,0.7190000000000001,13.4,26.0,39.4,20.3,7.9,5.3,15.2,21.5,90.5,29.9,19,63,-7.88,-0.05,-7.93,103.3,112.3,87.3,0.302,0.185,0.512,0.47200000000000003,14.7,32.4,0.217,0.47200000000000003,14.7,67.0,0.217,706641,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1998,27,San Antonio Spurs,1,0,82,56,26,2.153846154,241.8,35.3,75.5,0.46799999999999997,3.7,10.5,0.35,31.7,64.9,0.488,18.2,26.4,0.688,12.0,32.2,44.2,22.4,6.3,6.9,16.1,21.1,92.5,28.7,53,29,3.99,-0.69,3.3,103.8,99.4,88.4,0.35,0.139,0.531,0.493,15.6,30.6,0.24100000000000002,0.493,15.6,72.2,0.24100000000000002,783455,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1999,27,San Antonio Spurs,1,1,50,37,13,2.8461538460000004,241.5,34.8,76.2,0.456,3.4,10.4,0.33,31.4,65.8,0.47600000000000003,19.8,28.3,0.698,12.3,31.7,44.0,22.0,8.4,7.0,15.2,20.2,92.8,30.1,39,11,8.06,-0.94,7.12,104.0,95.0,88.6,0.371,0.13699999999999998,0.523,0.479,14.6,30.4,0.259,0.479,14.6,69.5,0.259,527357,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,27,San Antonio Spurs,1,0,82,53,29,1.827586207,242.1,36.0,78.0,0.462,4.0,10.8,0.374,32.0,67.2,0.47600000000000003,20.1,27.0,0.746,11.3,32.5,43.8,22.2,7.5,6.7,15.0,20.9,96.2,30.9,58,24,5.94,-0.02,5.92,105.0,98.6,90.8,0.34600000000000003,0.138,0.535,0.488,14.3,27.8,0.258,0.488,14.3,73.0,0.258,884450,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,27,San Antonio Spurs,1,1,82,58,24,2.416666667,241.8,35.2,76.4,0.461,5.4,13.3,0.40700000000000003,29.7,63.0,0.47200000000000003,20.4,28.5,0.715,11.0,33.1,44.1,21.7,6.9,7.0,14.0,18.9,96.2,29.5,63,19,7.76,0.16,7.92,106.6,98.0,89.6,0.374,0.175,0.541,0.496,13.6,27.1,0.267,0.496,13.6,73.7,0.267,913176,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,27,San Antonio Spurs,1,0,82,58,24,2.416666667,242.1,35.5,77.6,0.45799999999999996,5.3,14.8,0.36200000000000004,30.2,62.8,0.48,20.3,27.4,0.742,11.1,31.3,42.4,20.0,7.6,6.5,14.4,19.2,96.7,28.5,59,23,6.21,0.07,6.28,106.5,99.7,90.0,0.353,0.19,0.539,0.49200000000000005,13.8,27.2,0.262,0.49200000000000005,13.8,71.9,0.262,906390,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,27,San Antonio Spurs,1,1,82,60,22,2.727272727,241.8,35.5,76.8,0.462,5.5,15.5,0.354,30.0,61.3,0.489,19.4,26.8,0.725,11.5,31.2,42.6,20.0,7.7,6.5,15.8,20.4,95.8,28.4,57,25,5.41,0.23,5.65,105.6,99.7,90.0,0.348,0.20199999999999999,0.541,0.49700000000000005,15.1,28.8,0.253,0.49700000000000005,15.1,71.3,0.253,735970,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,27,San Antonio Spurs,1,0,82,57,25,2.28,240.9,34.7,78.5,0.442,5.0,13.9,0.358,29.7,64.6,0.46,17.2,25.2,0.6809999999999999,12.5,32.5,45.1,20.4,8.1,6.5,14.7,20.3,91.5,27.3,62,20,7.22,0.29,7.51,102.2,94.1,89.2,0.322,0.177,0.511,0.473,14.1,29.5,0.21899999999999997,0.473,14.1,74.6,0.21899999999999997,739706,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,27,San Antonio Spurs,1,1,82,59,23,2.565217391,241.5,35.6,78.7,0.45299999999999996,6.2,17.0,0.363,29.5,61.6,0.478,18.7,25.9,0.7240000000000001,12.0,30.4,42.4,21.6,7.5,6.6,13.7,20.9,96.2,28.5,63,19,7.8,0.03,7.84,107.5,98.8,88.9,0.32899999999999996,0.21600000000000003,0.534,0.49200000000000005,13.2,29.1,0.23800000000000002,0.49200000000000005,13.2,73.6,0.23800000000000002,750970,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,27,San Antonio Spurs,1,0,82,63,19,3.315789474,241.5,36.5,77.3,0.47200000000000003,6.4,16.6,0.385,30.1,60.7,0.496,16.2,23.1,0.7020000000000001,10.4,31.1,41.5,20.9,6.6,5.7,13.7,20.9,95.6,29.8,61,21,6.82,-0.13,6.69,107.3,99.6,88.5,0.298,0.215,0.546,0.513,13.6,26.0,0.209,0.513,13.6,74.2,0.209,770677,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,27,San Antonio Spurs,1,1,82,58,24,2.416666667,241.2,36.6,77.2,0.474,7.3,19.0,0.381,29.3,58.1,0.504,18.1,24.1,0.7509999999999999,9.3,31.4,40.7,22.1,7.2,5.1,13.9,19.4,98.5,30.4,64,18,8.43,-0.08,8.35,109.2,99.9,89.8,0.313,0.247,0.561,0.521,13.6,24.2,0.235,0.521,13.6,75.7,0.235,764823,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,28,Toronto Raptors,0,0,82,30,52,0.576923077,241.8,35.3,80.9,0.43700000000000006,7.2,19.8,0.363,28.1,61.1,0.461,17.6,24.5,0.72,13.8,27.5,41.3,20.9,8.8,6.3,16.4,23.0,95.5,25.1,32,50,-3.12,0.57,-2.56,104.6,108.0,90.6,0.303,0.245,0.521,0.48100000000000004,15.2,32.5,0.218,0.48100000000000004,15.2,68.6,0.218,744550,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
1998,28,Toronto Raptors,0,0,82,16,66,0.24242424199999998,243.0,36.2,83.1,0.435,4.5,13.2,0.34299999999999997,31.6,69.8,0.45299999999999996,18.0,25.1,0.718,14.5,26.2,40.7,21.3,9.4,8.1,16.7,22.6,94.9,24.8,17,65,-9.27,0.94,-8.33,101.2,111.0,92.6,0.302,0.159,0.504,0.462,15.1,32.1,0.217,0.462,15.1,62.9,0.217,674685,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
1999,28,Toronto Raptors,0,0,50,23,27,0.851851852,241.5,33.2,78.8,0.42100000000000004,4.5,13.2,0.341,28.7,65.6,0.43700000000000006,20.2,26.6,0.76,14.2,28.9,43.2,20.7,8.8,6.4,16.0,22.8,91.1,27.3,22,28,-1.64,0.33,-1.32,102.0,103.9,88.8,0.33799999999999997,0.168,0.504,0.45,15.0,33.8,0.257,0.45,15.0,70.2,0.257,439190,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1
2000,28,Toronto Raptors,0,0,82,45,37,1.2162162159999999,240.9,36.3,83.9,0.433,5.2,14.3,0.363,31.2,69.6,0.447,19.3,25.2,0.765,13.4,29.9,43.3,23.7,8.1,6.6,13.9,24.3,97.2,29.3,41,41,-0.16,-0.3,-0.46,104.7,104.9,92.5,0.3,0.17,0.511,0.46399999999999997,12.7,30.1,0.23,0.46399999999999997,12.7,71.8,0.23,756496,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2001,28,Toronto Raptors,0,0,82,47,35,1.342857143,243.4,37.2,85.0,0.43700000000000006,5.2,14.2,0.369,31.9,70.8,0.451,18.1,24.2,0.747,13.6,30.8,44.5,24.4,7.3,6.3,13.2,21.3,97.6,29.9,48,34,2.26,-0.57,1.69,105.9,103.4,90.9,0.285,0.16699999999999998,0.51,0.46799999999999997,12.1,30.8,0.213,0.46799999999999997,12.1,73.2,0.213,793256,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2002,28,Toronto Raptors,0,0,82,42,40,1.05,240.9,35.6,82.0,0.434,4.7,13.5,0.349,30.9,68.5,0.451,15.5,20.9,0.7390000000000001,13.6,28.5,42.1,21.7,8.4,5.5,14.3,21.6,91.4,29.3,40,42,-0.44,-0.27,-0.71,102.6,103.1,88.8,0.255,0.165,0.501,0.46299999999999997,13.6,31.4,0.18899999999999997,0.46299999999999997,13.6,70.1,0.18899999999999997,810160,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2003,28,Toronto Raptors,0,0,82,24,58,0.413793103,241.5,34.7,81.3,0.42700000000000005,5.0,14.5,0.34299999999999997,29.7,66.7,0.446,16.5,22.9,0.718,12.5,28.7,41.2,19.3,7.4,4.8,14.4,21.5,90.9,27.6,24,58,-5.87,-0.23,-6.1,100.5,107.0,89.9,0.282,0.179,0.49700000000000005,0.45799999999999996,13.6,28.2,0.203,0.45799999999999996,13.6,70.7,0.203,777507,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2
2004,28,Toronto Raptors,0,0,82,33,49,0.673469388,243.7,32.4,77.4,0.418,5.6,15.8,0.35600000000000004,26.7,61.6,0.434,15.1,20.1,0.75,10.1,29.5,39.6,19.2,7.4,4.9,14.2,21.3,85.4,27.6,31,51,-3.01,-0.4,-3.42,97.0,100.4,86.8,0.26,0.204,0.495,0.45399999999999996,14.1,23.8,0.195,0.45399999999999996,14.1,70.1,0.195,750608,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
2005,28,Toronto Raptors,0,0,82,33,49,0.673469388,241.5,36.0,81.2,0.444,7.9,20.5,0.385,28.1,60.7,0.46299999999999997,19.8,25.6,0.774,10.3,29.8,40.1,20.4,7.6,3.9,13.3,22.9,99.7,27.0,36,46,-1.62,-0.19,-1.81,106.9,108.7,92.7,0.316,0.253,0.539,0.49200000000000005,12.5,23.7,0.244,0.49200000000000005,12.5,71.1,0.244,703388,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
