Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance
1,Los Angeles Lakers*,27.8,65,17,62,20,9.30,-0.99,8.32,115.6,106.5,101.6,.352,.062,.577,.528,14.0,34.1,.278,.476,13.8,66.3,.230,The Forum,681207
2,Atlanta Hawks*,26.1,57,25,59,23,7.23,-0.05,7.18,112.6,105.2,97.4,.373,.060,.543,.490,13.3,37.2,.283,.460,13.9,67.4,.284,Omni Coliseum,549526
3,Boston Celtics*,29.4,59,23,57,25,6.65,-0.08,6.57,113.5,106.8,98.6,.305,.080,.577,.532,14.0,29.0,.247,.471,12.0,67.6,.217,Boston Garden,611222
4,Dallas Mavericks*,26.4,55,27,56,26,6.30,-0.77,5.54,114.9,108.7,100.5,.369,.089,.558,.503,12.3,33.8,.291,.486,13.5,66.5,.233,Reunion Arena,696333
5,Milwaukee Bucks*,27.7,50,32,51,31,3.91,0.12,4.04,109.5,105.6,100.3,.350,.079,.539,.487,13.0,31.1,.268,.479,16.0,66.1,.307,MECCA Arena,451797
6,Detroit Pistons*,26.7,52,30,50,32,3.44,0.07,3.51,109.2,105.8,101.0,.360,.023,.544,.492,14.5,34.7,.275,.471,13.3,69.9,.267,Pontiac Silverdome,907520
7,Portland Trail Blazers*,26.9,49,33,49,33,3.13,-0.57,2.57,111.5,108.6,105.0,.404,.047,.566,.510,15.3,34.1,.313,.493,14.8,66.6,.265,Memorial Coliseum,519306
8,Chicago Bulls*,25.4,40,42,43,39,0.89,0.37,1.26,108.6,107.6,95.8,.315,.042,.528,.478,13.4,35.0,.245,.491,13.8,70.0,.251,Chicago Stadium,650818
9,Houston Rockets*,26.1,42,40,44,38,1.00,-0.40,0.60,106.5,105.5,99.9,.324,.045,.528,.483,14.3,33.5,.240,.470,14.1,68.0,.261,The Summit,660175
10,Philadelphia 76ers*,26.6,45,37,40,42,-0.20,0.31,0.11,108.3,108.5,97.3,.385,.050,.549,.497,16.1,34.9,.290,.499,14.5,65.7,.215,The Spectrum,587748
11,Seattle SuperSonics*,26.1,39,43,42,40,0.46,-0.39,0.08,110.7,110.3,101.8,.345,.077,.543,.495,15.0,37.6,.261,.486,13.5,66.0,.296,Seattle Center Coliseum,356352
12,Utah Jazz*,26.9,44,38,42,40,0.40,-0.36,0.04,104.1,103.7,103.2,.318,.060,.516,.473,14.1,31.2,.231,.466,15.7,65.2,.269,Salt Palace,491382
13,Indiana Pacers*,25.9,41,41,39,43,-0.65,0.47,-0.17,106.0,106.6,98.8,.296,.043,.525,.478,13.4,30.5,.232,.487,14.9,68.8,.281,Market Square Arena,521007
14,Washington Bullets*,25.9,42,40,37,45,-1.37,0.35,-1.02,105.7,107.0,100.2,.342,.029,.511,.457,13.3,34.5,.262,.480,14.6,63.4,.222,Capital Centre,485316
15,Denver Nuggets*,28.2,37,45,39,43,-0.87,-0.28,-1.14,109.3,110.2,106.2,.323,.049,.527,.478,11.8,32.2,.248,.503,15.4,67.0,.307,McNichols Sports Arena,494943
16,Golden State Warriors*,26.9,42,40,35,47,-2.34,-0.20,-2.54,108.9,111.2,101.7,.341,.049,.539,.487,13.7,32.5,.266,.503,14.2,65.3,.272,Oakland-Alameda County Coliseum Arena,423997
17,Phoenix Suns,26.0,36,46,35,47,-2.44,-0.19,-2.63,108.0,110.3,102.0,.348,.035,.550,.501,15.3,32.1,.264,.502,14.4,65.7,.265,Arizona Veterans Memorial Coliseum,458347
18,Cleveland Cavaliers,24.6,31,51,31,51,-3.82,0.63,-3.19,102.6,106.4,101.3,.359,.047,.519,.476,16.4,34.4,.250,.484,14.2,65.9,.224,Coliseum at Richfield,447125
19,Sacramento Kings,26.3,29,53,33,49,-3.22,-0.12,-3.34,108.9,112.1,101.3,.334,.041,.535,.480,14.2,35.2,.266,.498,12.4,67.8,.257,ARCO Arena (I),423653
20,New Jersey Nets,26.2,24,58,28,54,-5.05,0.63,-4.42,105.6,110.5,101.8,.368,.063,.540,.487,16.4,33.2,.282,.488,13.8,68.1,.330,Brendan Byrne Arena,452704
21,San Antonio Spurs,27.1,28,54,28,54,-5.10,0.01,-5.09,105.9,110.8,101.7,.307,.054,.525,.482,14.2,34.3,.228,.514,14.5,68.1,.244,HemisFair Arena,341132
22,New York Knicks,26.4,24,58,25,57,-6.27,0.85,-5.42,104.8,111.1,98.5,.336,.053,.528,.483,15.0,31.2,.246,.497,14.6,61.9,.270,Madison Square Garden (IV),538048
23,Los Angeles Clippers,26.2,12,70,16,66,-11.43,0.42,-11.00,101.2,112.3,102.7,.343,.047,.508,.457,15.0,31.8,.255,.526,15.5,64.3,.258,Los Angeles Memorial Sports Arena,316140
,League Average,26.6,,,41,41,0.00,-0.01,-0.01,108.3,108.3,100.8,.343,.053,.538,.488,14.3,33.4,.262,.488,14.3,66.6,.262,,524600
