Season,TeamID,Team,E/W,Conference Finalist,G,W,L,W/L,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%.1,TOV%.1,DRB%,FT/FGA.1,Attendance,"(0, 0)","(0, 1)","(0, 2)","(1, 0)","(1, 1)","(1, 2)","(2, 0)","(2, 1)","(2, 2)","(0, 0, 0)","(0, 0, 1)","(0, 0, 2)","(0, 1, 0)","(0, 1, 1)","(0, 1, 2)","(0, 2, 0)","(0, 2, 1)","(0, 2, 2)","(1, 0, 0)","(1, 0, 1)","(1, 0, 2)","(1, 1, 0)","(1, 1, 1)","(1, 1, 2)","(1, 2, 0)","(1, 2, 1)","(1, 2, 2)","(2, 0, 0)","(2, 0, 1)","(2, 0, 2)","(2, 1, 0)","(2, 1, 1)","(2, 1, 2)","(2, 2, 0)","(2, 2, 1)","(2, 2, 2)",Standings_Bucket,Standings_Bucket_Next
1991,27,San Antonio Spurs,1,0,82,55,27,2.0370370369999997,241.8,39.8,88.9,0.44799999999999995,2.7,8.6,0.31,37.2,80.3,0.46299999999999997,20.3,26.7,0.7609999999999999,13.7,27.7,41.4,23.5,9.8,5.3,15.4,24.5,102.6,26.0,53,29,4.51,-0.21,4.3,107.8,103.3,98.6,0.35200000000000004,0.043,0.544,0.494,15.2,33.3,0.26899999999999996,0.494,15.2,70.3,0.26899999999999996,651965,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1992,27,San Antonio Spurs,1,0,82,47,35,1.342857143,241.2,41.2,86.5,0.47600000000000003,1.4,4.9,0.292,39.7,81.5,0.48700000000000004,20.1,27.4,0.736,15.0,31.1,46.1,24.5,8.9,7.4,16.0,21.9,104.0,27.3,50,32,3.32,-0.51,2.81,107.5,104.1,96.2,0.317,0.057,0.528,0.485,13.9,34.2,0.233,0.485,13.9,69.8,0.233,658337,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1993,27,San Antonio Spurs,1,0,82,49,33,1.484848485,242.1,40.4,82.5,0.49,2.9,8.4,0.341,37.5,74.0,0.507,21.9,28.6,0.765,11.2,31.0,42.2,24.5,7.1,6.3,15.0,22.5,105.5,27.5,48,34,2.67,-0.46,2.21,109.6,106.8,95.4,0.34700000000000003,0.102,0.555,0.507,13.6,27.8,0.265,0.507,13.6,70.1,0.265,658337,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1994,27,San Antonio Spurs,1,0,82,55,27,2.0370370369999997,241.2,38.8,81.6,0.475,3.0,8.7,0.349,35.7,72.9,0.49,19.5,26.2,0.742,14.5,31.7,46.2,23.1,6.8,5.5,14.6,20.3,100.0,29.0,56,26,5.26,-0.21,5.05,110.4,104.6,90.1,0.322,0.107,0.537,0.494,13.6,35.6,0.239,0.494,13.6,70.5,0.239,904190,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,27,San Antonio Spurs,1,1,82,62,20,3.1,242.1,39.5,81.5,0.484,5.3,14.1,0.375,34.2,67.4,0.507,22.4,30.3,0.738,12.5,32.5,45.0,23.4,8.0,5.6,15.2,22.8,106.6,29.0,57,25,5.96,-0.06,5.9,111.7,105.4,94.6,0.37200000000000005,0.17300000000000001,0.562,0.516,13.8,30.9,0.275,0.516,13.8,72.3,0.275,920413,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,27,San Antonio Spurs,1,0,82,59,23,2.565217391,241.2,38.4,80.5,0.47700000000000004,6.3,16.1,0.392,32.1,64.4,0.498,20.3,27.6,0.736,11.4,31.5,43.0,24.9,7.9,6.5,14.6,22.2,103.4,29.4,58,24,6.3,-0.33,5.98,110.2,103.5,93.3,0.342,0.2,0.5579999999999999,0.516,13.6,27.5,0.252,0.516,13.6,70.0,0.252,782701,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1997,27,San Antonio Spurs,1,0,82,20,62,0.322580645,240.6,34.5,77.9,0.442,4.6,14.4,0.32,29.9,63.5,0.47,16.9,23.5,0.7190000000000001,13.4,26.0,39.4,20.3,7.9,5.3,15.2,21.5,90.5,29.9,19,63,-7.88,-0.05,-7.93,103.3,112.3,87.3,0.302,0.185,0.512,0.47200000000000003,14.7,32.4,0.217,0.47200000000000003,14.7,67.0,0.217,706641,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1996,28,Toronto Raptors,0,0,82,21,61,0.344262295,241.8,37.6,80.5,0.467,5.0,14.2,0.354,32.6,66.2,0.49200000000000005,17.2,23.8,0.723,13.1,27.0,40.0,23.5,9.1,6.0,18.8,24.2,97.5,26.2,21,61,-7.51,0.31,-7.2,103.8,111.8,93.2,0.29600000000000004,0.177,0.536,0.499,17.2,32.0,0.214,0.499,17.2,66.8,0.214,950330,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
1997,28,Toronto Raptors,0,0,82,30,52,0.576923077,241.8,35.3,80.9,0.43700000000000006,7.2,19.8,0.363,28.1,61.1,0.461,17.6,24.5,0.72,13.8,27.5,41.3,20.9,8.8,6.3,16.4,23.0,95.5,25.1,32,50,-3.12,0.57,-2.56,104.6,108.0,90.6,0.303,0.245,0.521,0.48100000000000004,15.2,32.5,0.218,0.48100000000000004,15.2,68.6,0.218,744550,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
1987,29,Utah Jazz,1,0,82,44,38,1.1578947370000001,240.9,42.5,91.6,0.46399999999999997,1.7,5.5,0.31,40.8,86.2,0.474,21.2,29.1,0.726,14.6,30.0,44.5,27.3,10.2,7.7,17.1,24.9,107.9,26.9,42,40,0.4,-0.36,0.04,104.1,103.7,103.2,0.318,0.06,0.516,0.473,14.1,31.2,0.231,0.473,14.1,65.2,0.231,491382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1988,29,Utah Jazz,1,0,82,47,35,1.342857143,240.3,42.5,86.5,0.491,1.6,4.9,0.319,40.9,81.6,0.502,22.0,29.3,0.75,13.0,31.1,44.1,29.4,9.4,7.6,18.1,24.2,108.5,27.3,51,31,3.68,-0.73,2.96,106.8,103.1,101.5,0.33899999999999997,0.057,0.546,0.5,15.4,30.4,0.254,0.5,15.4,66.7,0.254,503969,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1989,29,Utah Jazz,1,0,82,51,31,1.64516129,240.6,38.8,80.4,0.48200000000000004,1.4,4.6,0.3,37.4,75.8,0.494,25.7,33.4,0.77,12.8,31.8,44.6,25.7,8.8,7.1,18.7,23.1,104.7,27.4,55,27,5.02,-1.01,4.01,106.6,101.5,98.0,0.41600000000000004,0.057999999999999996,0.55,0.491,16.4,32.0,0.32,0.491,16.4,68.1,0.32,509501,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,29,Utah Jazz,1,0,82,55,27,2.0370370369999997,241.8,40.6,80.4,0.505,2.8,7.7,0.359,37.9,72.7,0.521,22.9,30.3,0.754,11.6,30.5,42.1,27.0,8.3,6.0,17.2,24.8,106.8,27.6,54,28,4.79,0.03,4.82,110.3,105.4,96.1,0.377,0.096,0.57,0.522,15.5,30.1,0.284,0.522,15.5,69.5,0.284,517256,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1991,29,Utah Jazz,1,0,82,54,28,1.928571429,241.2,39.2,85.5,0.45899999999999996,2.5,8.1,0.307,36.7,77.4,0.475,19.7,25.5,0.773,13.4,27.8,41.2,22.7,8.4,5.0,15.3,24.3,100.7,28.7,50,32,3.33,-0.15,3.18,108.6,105.1,95.3,0.37799999999999995,0.07,0.5589999999999999,0.503,14.6,27.6,0.298,0.503,14.6,69.2,0.298,514751,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1992,29,Utah Jazz,1,1,82,55,27,2.0370370369999997,242.4,41.2,83.7,0.49200000000000005,1.9,5.6,0.345,39.3,78.1,0.503,23.9,30.4,0.7879999999999999,13.4,31.0,44.4,26.7,8.7,5.5,15.4,21.3,108.3,28.5,57,25,6.39,-0.69,5.7,112.2,105.6,95.5,0.363,0.067,0.557,0.504,13.7,32.7,0.28600000000000003,0.504,13.7,68.9,0.28600000000000003,806663,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1993,29,Utah Jazz,1,0,82,47,35,1.342857143,240.9,40.7,83.3,0.489,1.6,5.0,0.314,39.1,78.2,0.5,23.3,30.4,0.7659999999999999,12.7,30.0,42.7,26.5,9.1,4.2,15.5,24.0,106.2,29.3,47,35,2.17,-0.43,1.74,109.6,107.4,96.5,0.365,0.061,0.55,0.498,13.8,31.0,0.27899999999999997,0.498,13.8,68.7,0.27899999999999997,815892,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1994,29,Utah Jazz,1,1,82,53,29,1.827586207,241.8,39.1,82.1,0.47700000000000004,2.2,6.8,0.32,36.9,75.2,0.491,21.5,29.0,0.74,12.9,29.1,42.0,26.6,9.2,4.4,14.5,24.2,101.9,29.4,53,29,4.22,-0.12,4.1,108.6,104.1,93.1,0.354,0.083,0.537,0.49,13.3,31.3,0.262,0.49,13.3,68.4,0.262,814502,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1995,29,Utah Jazz,1,0,82,60,22,2.727272727,241.2,39.5,77.3,0.512,3.7,9.8,0.376,35.9,67.5,0.531,23.6,30.3,0.7809999999999999,10.7,29.4,40.1,27.5,9.2,4.8,15.7,24.9,106.4,29.6,61,21,7.99,-0.23,7.76,114.3,105.7,92.6,0.392,0.126,0.5870000000000001,0.535,14.8,29.1,0.306,0.535,14.8,72.5,0.306,811159,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,29,Utah Jazz,1,1,82,55,27,2.0370370369999997,241.2,38.2,78.3,0.488,4.6,12.4,0.37200000000000005,33.6,65.9,0.509,21.6,28.1,0.768,12.1,28.9,41.0,26.1,8.1,5.1,14.8,25.0,102.5,29.5,59,23,6.59,-0.34,6.25,113.3,106.1,90.0,0.359,0.158,0.5660000000000001,0.517,14.1,31.6,0.276,0.517,14.1,71.7,0.276,813073,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,29,Utah Jazz,1,1,82,64,18,3.5555555560000003,241.8,38.2,75.8,0.504,4.1,11.0,0.37,34.1,64.8,0.526,22.7,29.5,0.769,10.8,29.4,40.2,26.8,9.1,5.1,15.4,24.2,103.1,29.6,64,18,8.79,-0.82,7.97,113.6,104.0,90.0,0.389,0.145,0.581,0.53,14.7,29.7,0.299,0.53,14.7,71.6,0.299,811439,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,30,Washington Bullets,0,0,82,42,40,1.05,240.3,40.9,90.2,0.45399999999999996,0.5,2.7,0.19699999999999998,40.4,87.5,0.461,23.6,30.9,0.765,15.9,28.2,44.1,21.3,9.2,8.4,15.9,21.6,106.0,25.9,37,45,-1.37,0.35,-1.02,105.7,107.0,100.2,0.342,0.028999999999999998,0.511,0.457,13.3,34.5,0.262,0.457,13.3,63.4,0.262,485316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1988,30,Washington Bullets,0,0,82,38,44,0.8636363640000001,242.4,40.9,87.4,0.46799999999999997,0.4,1.7,0.21,40.6,85.7,0.473,23.3,30.2,0.773,15.0,28.0,43.0,22.9,8.5,6.1,16.9,23.4,105.5,26.6,39,43,-0.77,0.61,-0.16,106.5,107.2,98.1,0.34600000000000003,0.019,0.524,0.47,14.4,34.2,0.267,0.47,14.4,65.2,0.267,433376,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1989,30,Washington Bullets,0,0,82,40,42,0.9523809520000001,242.1,42.9,92.6,0.46399999999999997,0.6,3.0,0.214,42.3,89.6,0.47200000000000003,21.8,28.3,0.772,15.3,28.7,44.0,25.0,8.5,4.0,15.7,25.0,108.3,26.2,35,47,-2.16,0.39,-1.77,106.4,108.5,100.8,0.305,0.032,0.516,0.467,13.0,33.1,0.23600000000000002,0.467,13.0,67.5,0.23600000000000002,253980,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2
1990,30,Washington Bullets,0,0,82,31,51,0.607843137,241.8,43.9,92.5,0.475,0.5,2.4,0.188,43.4,90.0,0.48200000000000004,19.5,25.5,0.764,14.6,29.9,44.5,27.0,6.8,5.2,14.6,23.5,107.7,27.5,35,47,-2.16,-0.27,-2.43,107.5,109.7,99.4,0.276,0.026000000000000002,0.519,0.47700000000000004,12.4,32.4,0.21100000000000002,0.47700000000000004,12.4,67.2,0.21100000000000002,458332,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
1991,30,Washington Bullets,0,0,82,30,52,0.576923077,242.1,41.4,88.8,0.466,2.0,6.8,0.299,39.4,82.0,0.48,21.5,27.9,0.7709999999999999,15.0,30.2,45.2,22.7,8.9,6.0,15.3,21.7,106.4,26.5,28,54,-4.98,0.14,-4.84,103.0,108.1,97.5,0.27899999999999997,0.039,0.509,0.47,14.3,32.2,0.203,0.47,14.3,66.0,0.203,443683,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
1992,30,Washington Bullets,0,0,82,25,57,0.43859649100000003,242.1,41.0,89.0,0.461,1.8,6.5,0.272,39.2,82.5,0.47600000000000003,18.5,23.9,0.778,13.0,28.6,41.6,24.5,8.7,5.1,15.3,22.6,102.4,26.1,29,53,-4.46,0.11,-4.35,103.9,108.4,97.7,0.268,0.07400000000000001,0.514,0.47100000000000003,13.3,28.9,0.20800000000000002,0.47100000000000003,13.3,66.2,0.20800000000000002,505988,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
1993,30,Washington Bullets,0,0,82,22,60,0.36666666700000006,241.5,40.3,86.2,0.467,2.1,7.0,0.301,38.1,79.1,0.48200000000000004,19.2,25.7,0.748,12.6,28.3,40.8,25.7,8.2,4.4,16.1,21.9,101.9,26.1,23,59,-7.04,0.55,-6.49,103.6,110.8,97.7,0.298,0.08199999999999999,0.523,0.48,14.2,28.8,0.223,0.48,14.2,67.1,0.223,558966,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
1994,30,Washington Bullets,0,0,82,24,58,0.413793103,240.3,39.0,83.2,0.46799999999999997,2.7,9.1,0.297,36.3,74.2,0.489,19.7,26.4,0.748,13.1,26.7,39.8,22.2,8.5,3.9,17.1,20.9,100.4,25.8,22,60,-7.38,0.25,-7.13,104.5,112.2,95.9,0.317,0.109,0.529,0.484,15.3,31.2,0.237,0.484,15.3,66.2,0.237,619756,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
1995,30,Washington Bullets,0,0,82,21,61,0.344262295,242.1,38.7,84.1,0.46,5.3,15.4,0.34299999999999997,33.5,68.7,0.48700000000000004,17.8,24.5,0.7240000000000001,12.7,27.1,39.8,21.3,7.9,4.9,15.9,23.8,100.5,24.5,26,56,-5.6,0.04,-5.56,105.4,111.3,94.5,0.292,0.183,0.529,0.49200000000000005,14.3,29.3,0.21100000000000002,0.49200000000000005,14.3,66.7,0.21100000000000002,689463,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
1996,30,Washington Bullets,0,0,82,39,43,0.9069767440000001,241.5,39.0,80.7,0.484,6.0,14.8,0.40700000000000003,33.0,65.9,0.501,18.4,25.3,0.728,11.3,28.4,39.7,22.1,7.2,6.2,16.2,24.2,102.5,24.8,44,38,1.06,-0.07,0.99,108.7,107.6,93.7,0.314,0.183,0.5579999999999999,0.521,15.0,28.2,0.228,0.521,15.0,67.8,0.228,669598,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1
1997,30,Washington Bullets,0,0,82,44,38,1.1578947370000001,242.1,39.1,81.4,0.48,4.0,12.2,0.331,35.1,69.2,0.507,17.1,24.1,0.7070000000000001,12.3,29.5,41.8,23.4,8.7,4.9,15.7,22.1,99.4,25.9,46,36,1.62,0.15,1.77,106.6,104.9,92.4,0.29600000000000004,0.15,0.54,0.505,14.6,30.2,0.21,0.505,14.6,70.3,0.21,700646,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2
