Season,TeamID,Team,E/W,Conference Finalist,G,W,L,W/L,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%.1,TOV%.1,DRB%,FT/FGA.1,Attendance,"(0, 0)","(0, 1)","(0, 2)","(1, 0)","(1, 1)","(1, 2)","(2, 0)","(2, 1)","(2, 2)","(0, 0, 0)","(0, 0, 1)","(0, 0, 2)","(0, 1, 0)","(0, 1, 1)","(0, 1, 2)","(0, 2, 0)","(0, 2, 1)","(0, 2, 2)","(1, 0, 0)","(1, 0, 1)","(1, 0, 2)","(1, 1, 0)","(1, 1, 1)","(1, 1, 2)","(1, 2, 0)","(1, 2, 1)","(1, 2, 2)","(2, 0, 0)","(2, 0, 1)","(2, 0, 2)","(2, 1, 0)","(2, 1, 1)","(2, 1, 2)","(2, 2, 0)","(2, 2, 1)","(2, 2, 2)",Standings_Bucket,Standings_Bucket_Next
2004,3,New Jersey Nets,0,0,82,47,35,1.342857143,240.3,34.3,77.7,0.441,4.6,13.7,0.336,29.7,64.0,0.46399999999999997,17.0,22.6,0.753,10.5,30.2,40.7,24.5,8.6,3.9,14.7,21.0,90.3,27.7,49,33,2.5,-0.63,1.88,100.8,98.0,89.4,0.29100000000000004,0.17600000000000002,0.515,0.47100000000000003,14.4,25.9,0.21899999999999997,0.47100000000000003,14.4,73.9,0.21899999999999997,613051,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2005,3,New Jersey Nets,0,0,82,42,40,1.05,242.7,33.6,78.3,0.429,5.3,14.7,0.36200000000000004,28.3,63.6,0.444,19.0,24.9,0.763,10.4,29.1,39.5,21.6,7.9,3.8,14.2,24.2,91.4,27.8,36,46,-1.5,-0.32,-1.82,101.4,103.1,89.1,0.318,0.187,0.512,0.46299999999999997,13.7,25.5,0.242,0.46299999999999997,13.7,73.2,0.242,618681,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2006,3,New Jersey Nets,0,0,82,49,33,1.484848485,241.2,33.9,77.0,0.44,5.8,17.6,0.33,28.1,59.4,0.47200000000000003,20.2,26.7,0.758,10.0,31.0,41.0,23.0,6.8,3.4,13.6,23.2,93.8,28.6,45,37,1.37,-0.26,1.11,103.9,102.4,89.8,0.34600000000000003,0.22899999999999998,0.528,0.478,13.3,24.0,0.262,0.478,13.3,76.3,0.262,691543,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2007,3,New Jersey Nets,0,0,82,41,41,1.0,242.4,35.5,77.8,0.457,7.4,20.4,0.363,28.1,57.4,0.49,19.1,26.3,0.727,10.0,30.8,40.8,23.9,6.1,3.3,14.8,22.8,97.6,28.2,39,43,-0.77,-0.23,-1.0,105.7,106.6,91.4,0.33799999999999997,0.263,0.546,0.504,14.2,24.6,0.245,0.504,14.2,74.4,0.245,693955,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2008,3,New Jersey Nets,0,0,82,34,48,0.708333333,241.8,34.8,78.7,0.44299999999999995,6.1,17.4,0.348,28.8,61.2,0.47,20.1,27.3,0.736,11.1,30.7,41.9,23.5,6.4,4.8,15.0,22.6,95.8,27.4,27,55,-5.06,-0.09,-5.15,104.0,109.4,91.5,0.34700000000000003,0.222,0.528,0.48100000000000004,14.2,26.6,0.255,0.48100000000000004,14.2,73.8,0.255,641921,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2
2009,3,New Jersey Nets,0,0,82,34,48,0.708333333,241.8,35.7,79.7,0.44799999999999995,8.0,21.2,0.376,27.7,58.5,0.473,18.8,24.1,0.779,10.4,29.5,39.8,20.0,6.8,4.8,13.1,22.4,98.1,25.7,34,48,-2.44,0.13,-2.31,108.3,111.0,89.9,0.303,0.265,0.5429999999999999,0.49700000000000005,12.7,25.2,0.23600000000000002,0.49700000000000005,12.7,73.5,0.23600000000000002,621062,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
2010,3,New Jersey Nets,0,0,82,12,70,0.171428571,241.2,34.3,79.9,0.429,4.6,14.5,0.318,29.7,65.5,0.45399999999999996,19.2,24.6,0.78,10.9,28.8,39.7,18.8,7.0,4.8,14.4,20.0,92.4,24.8,17,65,-9.12,0.19,-8.93,100.6,110.5,91.4,0.307,0.18100000000000002,0.509,0.45799999999999996,13.7,25.1,0.24,0.45799999999999996,13.7,71.8,0.24,537230,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
2011,3,New Jersey Nets,0,0,82,24,58,0.413793103,244.0,35.6,81.0,0.44,5.6,16.3,0.34299999999999997,30.0,64.6,0.46399999999999997,17.4,22.9,0.759,11.1,29.8,40.8,21.0,5.6,4.7,14.0,22.0,94.2,24.8,24,58,-6.24,-0.04,-6.28,103.1,109.9,89.9,0.28300000000000003,0.201,0.517,0.474,13.4,26.1,0.215,0.474,13.4,74.2,0.215,581378,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
2012,3,New Jersey Nets,0,0,66,22,44,0.5,240.8,34.3,80.6,0.425,7.7,22.4,0.342,26.6,58.2,0.457,16.9,21.7,0.777,11.9,28.5,40.3,19.9,7.5,3.9,15.1,19.2,93.1,26.1,19,47,-5.98,-0.39,-6.37,102.9,109.6,90.1,0.26899999999999996,0.278,0.516,0.473,14.3,27.8,0.209,0.473,14.3,70.7,0.209,460719,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
2013,3,Brooklyn Nets,0,0,82,49,33,1.484848485,242.1,35.9,79.8,0.45,7.7,21.5,0.35700000000000004,28.2,58.3,0.484,17.5,23.9,0.731,12.8,30.0,42.8,20.3,7.3,4.8,14.7,18.3,96.9,28.6,46,36,1.78,-0.53,1.25,108.2,106.2,88.8,0.299,0.26899999999999996,0.536,0.498,14.0,30.9,0.21899999999999997,0.498,14.0,73.7,0.21899999999999997,704702,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2014,3,Brooklyn Nets,0,0,82,44,38,1.1578947370000001,242.4,35.7,77.9,0.45899999999999996,8.6,23.4,0.369,27.1,54.5,0.49700000000000005,18.4,24.4,0.753,8.8,29.4,38.1,20.9,8.6,3.8,14.5,21.7,98.5,30.0,38,44,-1.0,-0.58,-1.58,106.7,107.7,91.4,0.313,0.301,0.555,0.514,14.1,21.7,0.23600000000000002,0.514,14.1,72.3,0.23600000000000002,707331,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2015,3,Brooklyn Nets,0,0,82,38,44,0.8636363640000001,243.0,37.4,83.0,0.451,6.6,19.9,0.331,30.8,63.1,0.489,16.6,22.2,0.748,10.3,32.0,42.4,20.9,7.0,4.1,13.8,19.3,98.0,28.6,33,49,-2.88,-0.25,-3.13,104.4,107.4,92.7,0.267,0.24,0.529,0.491,13.0,23.9,0.2,0.491,13.0,73.7,0.2,698529,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2016,3,Brooklyn Nets,0,0,82,21,61,0.344262295,240.9,38.2,84.4,0.45299999999999996,6.5,18.4,0.35200000000000004,31.8,66.0,0.48100000000000004,15.7,20.7,0.757,10.5,31.9,42.4,22.3,7.6,4.0,14.8,18.0,98.6,26.9,22,60,-7.35,0.24,-7.12,103.2,110.9,95.2,0.24600000000000002,0.218,0.527,0.49200000000000005,13.6,24.1,0.18600000000000003,0.49200000000000005,13.6,75.7,0.18600000000000003,620142,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2
2017,3,Brooklyn Nets,0,0,82,20,62,0.322580645,240.9,37.8,85.2,0.444,10.7,31.6,0.33799999999999997,27.1,53.6,0.506,19.4,24.6,0.7879999999999999,8.8,35.1,43.9,21.4,7.2,4.7,16.5,21.0,105.8,26.0,24,58,-6.73,-0.01,-6.74,104.1,110.7,101.3,0.289,0.371,0.551,0.507,14.7,19.6,0.228,0.507,14.7,76.1,0.228,632608,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
2005,4,Charlotte Bobcats,0,0,82,18,64,0.28125,242.4,36.1,83.6,0.43200000000000005,3.9,10.7,0.363,32.2,72.9,0.442,18.1,25.6,0.7090000000000001,13.2,28.5,41.7,21.9,8.5,5.4,14.5,23.1,94.3,24.9,24,58,-5.99,-0.16,-6.15,101.1,107.5,92.3,0.306,0.128,0.49700000000000005,0.455,13.3,29.5,0.217,0.455,13.3,70.9,0.217,591701,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
2006,4,Charlotte Bobcats,0,0,82,26,56,0.46428571399999996,242.7,36.1,83.5,0.433,5.2,15.4,0.33899999999999997,30.9,68.1,0.45399999999999996,19.4,26.7,0.7290000000000001,12.1,27.7,39.8,20.9,10.0,4.3,14.2,23.9,96.9,25.2,30,52,-4.0,0.1,-3.9,102.5,106.7,93.4,0.319,0.184,0.509,0.46399999999999997,13.0,27.1,0.233,0.46399999999999997,13.0,70.7,0.233,671011,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
2007,4,Charlotte Bobcats,0,0,82,33,49,0.673469388,244.0,36.1,81.0,0.446,5.6,15.6,0.35700000000000004,30.5,65.4,0.467,19.1,26.0,0.7340000000000001,11.2,28.6,39.8,22.4,7.8,4.5,14.9,24.2,96.9,25.5,30,52,-3.74,-0.22,-3.97,103.6,107.6,92.0,0.322,0.193,0.524,0.48,13.9,26.4,0.23600000000000002,0.48,13.9,71.6,0.23600000000000002,637520,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
2008,4,Charlotte Bobcats,0,0,82,32,50,0.64,242.4,36.1,79.9,0.452,6.5,17.6,0.36700000000000005,29.6,62.3,0.47600000000000003,18.4,25.8,0.7140000000000001,10.9,29.8,40.6,21.3,7.5,4.9,14.7,21.7,97.1,26.3,29,53,-4.38,-0.11,-4.49,104.6,109.4,91.8,0.32299999999999995,0.22,0.532,0.49200000000000005,13.9,25.6,0.23,0.49200000000000005,13.9,71.0,0.23,603403,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
2009,4,Charlotte Bobcats,0,0,82,35,47,0.7446808509999999,243.0,35.0,76.8,0.455,6.0,16.3,0.366,29.0,60.5,0.479,17.7,24.0,0.74,10.8,28.9,39.7,21.2,7.1,4.8,15.6,21.4,93.6,25.8,37,45,-1.27,0.07,-1.2,104.7,106.1,88.3,0.312,0.213,0.536,0.494,15.1,27.7,0.231,0.494,15.1,73.0,0.231,597548,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1
2010,4,Charlotte Bobcats,0,0,82,44,38,1.1578947370000001,242.4,34.9,76.9,0.45299999999999996,5.6,16.2,0.34600000000000003,29.2,60.7,0.48200000000000004,20.0,26.6,0.7509999999999999,10.5,30.4,40.8,20.2,7.7,5.4,15.7,19.5,95.3,27.4,45,37,1.46,-0.17,1.3,104.4,102.8,90.4,0.34600000000000003,0.21100000000000002,0.5379999999999999,0.49,15.1,26.5,0.26,0.49,15.1,74.2,0.26,648520,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2
2011,4,Charlotte Bobcats,0,0,82,34,48,0.708333333,241.5,35.0,77.6,0.451,4.8,14.7,0.327,30.2,63.0,0.48,18.4,24.4,0.7559999999999999,10.3,29.8,40.1,21.1,6.4,5.3,14.5,20.0,93.3,26.9,29,53,-4.0,-0.08,-4.08,103.4,107.8,89.6,0.314,0.18899999999999997,0.528,0.48200000000000004,14.1,25.7,0.237,0.48200000000000004,14.1,75.2,0.237,649694,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2
2012,4,Charlotte Bobcats,0,0,66,7,59,0.118644068,240.8,33.2,80.2,0.414,4.0,13.5,0.295,29.2,66.7,0.439,16.5,22.2,0.746,10.3,28.7,39.0,20.1,6.0,5.5,14.5,18.9,87.0,24.5,7,59,-13.91,-0.05,-13.96,95.2,110.4,91.1,0.276,0.16899999999999998,0.483,0.439,13.9,23.6,0.20600000000000002,0.439,13.9,70.9,0.20600000000000002,486984,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
2013,4,Charlotte Bobcats,0,0,82,21,61,0.344262295,241.5,34.4,81.1,0.425,5.7,17.1,0.335,28.7,64.0,0.44799999999999995,18.9,25.1,0.75,11.2,29.1,40.3,19.4,7.2,5.8,14.1,19.0,93.4,24.4,17,65,-9.23,-0.06,-9.29,101.5,111.5,91.5,0.31,0.21,0.507,0.46,13.2,25.7,0.233,0.46,13.2,71.1,0.233,628293,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1
2014,4,Charlotte Bobcats,0,0,82,43,39,1.102564103,242.7,36.3,82.1,0.442,6.3,17.9,0.35100000000000003,30.0,64.1,0.46799999999999997,18.0,24.4,0.737,9.5,33.2,42.7,21.7,6.1,5.1,12.3,18.2,96.9,25.5,40,42,-0.22,-0.67,-0.89,103.6,103.8,92.4,0.297,0.21899999999999997,0.522,0.48100000000000004,11.7,21.9,0.21899999999999997,0.48100000000000004,11.7,77.6,0.21899999999999997,636268,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2
2015,4,Charlotte Hornets,0,0,82,33,49,0.673469388,242.7,35.5,84.5,0.42,6.1,19.1,0.318,29.5,65.4,0.45,17.0,22.8,0.748,10.0,34.1,44.1,20.2,6.1,5.5,11.9,18.2,94.2,26.0,32,50,-3.17,-0.27,-3.44,100.1,103.5,93.0,0.26899999999999996,0.226,0.498,0.456,11.2,22.1,0.20199999999999999,0.456,11.2,79.3,0.20199999999999999,704886,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1
2016,4,Charlotte Hornets,0,0,82,48,34,1.411764706,242.1,37.0,84.4,0.439,10.6,29.4,0.36200000000000004,26.4,55.0,0.479,18.7,23.7,0.79,9.0,35.0,43.9,21.7,7.3,5.3,12.6,18.1,103.4,26.0,49,33,2.72,-0.36,2.36,107.1,104.3,95.7,0.28,0.348,0.545,0.502,11.7,20.0,0.222,0.502,11.7,79.8,0.222,716894,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2
2017,4,Charlotte Hornets,0,0,82,36,46,0.7826086959999999,241.8,37.7,85.4,0.442,10.0,28.6,0.35100000000000003,27.7,56.7,0.488,19.4,23.8,0.815,8.8,34.8,43.6,23.1,7.0,4.8,11.5,16.6,104.9,26.5,42,40,0.2,-0.26,-0.07,108.8,108.6,95.7,0.27899999999999997,0.335,0.547,0.501,10.7,19.9,0.22699999999999998,0.501,10.7,79.6,0.22699999999999998,710643,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2
1987,5,Chicago Bulls,0,0,82,40,42,0.9523809520000001,241.8,41.2,87.3,0.473,1.0,3.6,0.261,40.3,83.6,0.48200000000000004,21.4,27.5,0.778,15.2,29.3,44.5,26.1,8.3,5.3,15.3,23.4,104.8,25.4,43,39,0.89,0.37,1.26,108.6,107.6,95.8,0.315,0.042,0.528,0.478,13.4,35.0,0.245,0.478,13.4,70.0,0.245,650818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1988,5,Chicago Bulls,0,0,82,50,32,1.5625,242.1,41.9,85.5,0.49,0.7,3.0,0.23,41.2,82.6,0.499,20.5,27.1,0.759,14.3,30.0,44.3,26.2,8.7,5.8,15.4,22.5,105.0,25.5,50,32,3.4,0.35,3.76,109.0,105.5,95.5,0.317,0.035,0.539,0.494,13.6,34.0,0.24,0.494,13.6,70.6,0.24,740411,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1989,5,Chicago Bulls,0,1,82,47,35,1.342857143,241.2,42.0,85.0,0.495,2.1,6.5,0.32799999999999996,39.9,78.5,0.509,20.2,25.7,0.7859999999999999,12.4,29.9,42.3,27.0,8.8,4.6,16.2,22.6,106.4,26.4,45,37,1.44,0.69,2.13,109.1,107.7,97.0,0.302,0.076,0.5529999999999999,0.507,14.4,30.7,0.23800000000000002,0.507,14.4,69.5,0.23800000000000002,736962,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1990,5,Chicago Bulls,0,1,82,55,27,2.0370370369999997,241.8,43.1,86.5,0.498,3.0,8.2,0.374,40.0,78.3,0.511,20.3,26.1,0.778,13.1,27.8,40.9,26.5,9.9,4.7,15.2,23.2,109.5,26.1,50,32,3.26,-0.51,2.74,112.3,109.0,96.7,0.302,0.094,0.5589999999999999,0.516,13.4,31.9,0.235,0.516,13.4,68.1,0.235,752564,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,5,Chicago Bulls,0,1,82,61,21,2.904761905,240.9,39.8,84.0,0.475,2.3,7.6,0.304,37.5,76.3,0.49200000000000005,19.0,24.6,0.77,13.0,26.4,39.3,24.6,7.7,4.2,17.1,22.3,101.0,26.9,63,19,9.1,-0.53,8.57,114.6,105.2,95.6,0.29600000000000004,0.06,0.56,0.521,12.8,34.7,0.225,0.521,12.8,68.8,0.225,757745,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,5,Chicago Bulls,0,1,82,67,15,4.466666667,241.8,44.4,87.4,0.508,1.7,5.5,0.304,42.7,81.9,0.522,19.4,26.0,0.7440000000000001,14.3,29.7,44.0,27.8,8.2,5.9,13.3,20.6,109.9,27.6,66,16,10.44,-0.37,10.07,115.5,104.5,94.4,0.297,0.063,0.556,0.518,11.8,35.1,0.221,0.518,11.8,69.3,0.221,759980,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,5,Chicago Bulls,0,1,82,57,25,2.28,241.8,42.4,87.9,0.48200000000000004,3.0,8.2,0.365,39.4,79.7,0.494,17.5,23.8,0.733,15.7,27.8,43.6,26.0,9.5,5.0,13.5,22.0,105.2,28.1,58,24,6.29,-0.1,6.19,112.9,106.1,92.5,0.271,0.09300000000000001,0.535,0.499,12.0,36.3,0.19899999999999998,0.499,12.0,68.7,0.19899999999999998,759656,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,5,Chicago Bulls,0,0,82,55,27,2.0370370369999997,241.2,39.6,83.1,0.47600000000000003,2.8,8.0,0.354,36.7,75.1,0.489,16.0,22.7,0.705,13.9,29.2,43.1,25.6,9.0,4.3,15.9,21.3,98.0,27.7,50,32,3.09,-0.22,2.87,106.1,102.7,91.9,0.273,0.09699999999999999,0.526,0.493,14.6,33.8,0.192,0.493,14.6,70.8,0.192,760816,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1995,5,Chicago Bulls,0,0,82,47,35,1.342857143,241.8,38.9,81.8,0.47600000000000003,5.4,14.5,0.373,33.5,67.4,0.498,18.3,25.2,0.726,13.5,28.0,41.5,24.0,9.7,4.3,15.8,23.9,101.5,28.1,54,28,4.83,-0.51,4.32,109.5,104.3,92.0,0.308,0.177,0.546,0.509,14.5,32.9,0.22399999999999998,0.509,14.5,68.2,0.22399999999999998,926218,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1996,5,Chicago Bulls,0,1,82,72,10,7.2,240.6,40.2,84.0,0.478,6.6,16.5,0.40299999999999997,33.5,67.6,0.496,18.2,24.4,0.746,15.2,29.4,44.6,24.8,9.1,4.2,14.3,22.0,105.2,29.9,70,12,12.24,-0.44,11.8,115.2,101.8,91.1,0.29100000000000004,0.196,0.555,0.517,13.1,36.9,0.217,0.517,13.1,71.1,0.217,969149,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,5,Chicago Bulls,0,1,82,69,13,5.307692308,240.6,40.0,84.4,0.473,6.4,17.1,0.373,33.6,67.3,0.499,16.8,22.5,0.747,15.1,30.0,45.1,26.1,8.7,4.0,13.5,19.7,103.1,30.7,68,14,10.8,-0.11,10.7,114.4,102.4,90.0,0.267,0.203,0.547,0.511,12.5,35.9,0.19899999999999998,0.511,12.5,69.3,0.19899999999999998,978457,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,5,Chicago Bulls,0,1,82,62,20,3.1,242.1,37.4,82.9,0.451,3.8,11.7,0.32299999999999995,33.6,71.2,0.47100000000000003,18.2,24.5,0.743,15.2,29.7,44.9,23.8,8.5,4.3,14.4,20.6,96.7,31.7,61,21,7.11,0.13,7.24,107.7,99.8,89.0,0.295,0.141,0.516,0.473,13.3,35.7,0.21899999999999997,0.473,13.3,70.6,0.21899999999999997,983444,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1999,5,Chicago Bulls,0,0,50,13,37,0.35135135100000003,241.5,30.8,76.7,0.401,3.5,12.2,0.289,27.2,64.5,0.42200000000000004,16.8,23.7,0.7090000000000001,11.5,27.9,39.3,20.3,8.7,3.4,15.5,22.2,81.9,28.6,9,41,-9.46,0.88,-8.58,92.4,103.0,88.1,0.309,0.159,0.47,0.424,15.1,26.8,0.21899999999999997,0.424,15.1,71.7,0.21899999999999997,560012,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2000,5,Chicago Bulls,0,0,82,17,65,0.26153846199999997,241.5,31.3,75.4,0.415,4.1,12.6,0.32899999999999996,27.1,62.8,0.43200000000000005,18.1,25.5,0.7090000000000001,12.6,28.3,40.9,20.1,7.9,4.7,19.0,23.3,84.8,26.0,15,67,-9.4,0.17,-9.23,94.2,104.6,89.4,0.33799999999999997,0.16699999999999998,0.49,0.44299999999999995,18.0,29.9,0.24,0.44299999999999995,18.0,69.9,0.24,907064,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
2001,5,Chicago Bulls,0,0,82,15,67,0.223880597,242.1,33.2,78.2,0.424,4.0,11.6,0.34600000000000003,29.2,66.6,0.43799999999999994,17.2,23.3,0.7390000000000001,11.3,27.6,38.9,22.1,8.2,4.6,15.8,23.2,87.6,23.2,16,66,-9.1,0.01,-9.09,97.2,107.3,89.3,0.298,0.14800000000000002,0.495,0.45,15.1,26.6,0.22,0.45,15.1,70.3,0.22,888654,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
2002,5,Chicago Bulls,0,0,82,21,61,0.344262295,241.5,34.3,79.2,0.433,3.7,10.6,0.34600000000000003,30.6,68.6,0.447,17.2,23.9,0.722,11.3,28.8,40.0,22.2,7.7,4.4,15.3,22.4,89.5,25.5,18,64,-8.54,0.02,-8.52,98.2,107.6,90.5,0.302,0.134,0.499,0.456,14.6,26.6,0.218,0.456,14.6,71.4,0.218,776311,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
2003,5,Chicago Bulls,0,0,82,30,52,0.576923077,243.0,36.5,81.9,0.445,4.3,12.2,0.35,32.2,69.7,0.462,17.7,24.6,0.722,12.0,31.0,43.0,21.7,7.4,5.6,16.9,24.7,95.0,25.2,27,55,-5.13,-0.17,-5.31,100.2,105.6,93.5,0.3,0.14800000000000002,0.512,0.47100000000000003,15.4,27.7,0.217,0.47100000000000003,15.4,69.5,0.217,804309,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
2004,5,Chicago Bulls,0,0,82,23,59,0.38983050799999996,241.8,34.1,82.4,0.414,5.2,15.3,0.342,28.9,67.0,0.431,16.2,22.4,0.725,12.8,30.7,43.5,21.9,8.0,4.8,16.1,23.3,89.7,26.8,23,59,-6.35,-0.33,-6.69,96.6,103.4,92.2,0.272,0.18600000000000003,0.486,0.446,14.9,28.1,0.19699999999999998,0.446,14.9,71.4,0.19699999999999998,809177,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
